price,freight_value,payment_type,payment_value,customer_state,mes_compra
84.89,19.41,credit_card,195.89,SP,2
88.0,0.63,boleto,287.4,SP,4
84.89,14.5,boleto,287.4,SP,4
84.89,14.5,boleto,287.4,SP,4
89.9,22.56,credit_card,112.46,RJ,6
88.0,13.79,credit_card,208.65,SP,2
89.9,16.96,credit_card,208.65,SP,2
89.9,15.38,boleto,105.28,SC,1
89.9,25.91,credit_card,115.81,DF,2
89.9,12.76,credit_card,102.66,SP,1
88.0,13.74,boleto,101.74,SP,3
88.0,23.19,boleto,215.95,MT,3
76.25,28.51,boleto,215.95,MT,3
88.0,12.29,credit_card,194.31,SP,4
78.9,15.12,credit_card,194.31,SP,4
88.0,15.31,credit_card,212.03,MG,2
89.9,18.82,credit_card,212.03,MG,2
89.9,12.76,credit_card,102.66,SP,1
89.9,12.76,credit_card,102.66,SP,1
88.0,22.33,credit_card,110.33,RJ,4
89.9,10.16,credit_card,481.06,RS,2
89.9,10.16,credit_card,481.06,RS,2
74.9,18.75,credit_card,481.06,RS,2
74.9,18.75,credit_card,481.06,RS,2
74.9,18.75,credit_card,481.06,RS,2
89.9,8.37,boleto,98.27,PR,1
88.0,15.26,credit_card,198.28,MG,3
76.25,18.77,credit_card,198.28,MG,3
88.0,17.06,credit_card,105.06,RJ,3
88.0,17.06,credit_card,105.06,RJ,3
89.9,2.04,boleto,200.28,SP,1
84.9,23.44,boleto,200.28,SP,1
89.9,12.76,credit_card,102.66,SP,2
88.0,1.7,boleto,194.08,SP,4
84.89,19.49,boleto,194.08,SP,4
89.9,12.76,credit_card,102.66,SP,2
89.9,17.07,credit_card,106.97,RJ,1
89.9,12.76,credit_card,102.66,PR,1
89.9,17.07,boleto,106.97,RJ,1
88.0,2.2,credit_card,201.46,SP,4
86.0,25.26,credit_card,201.46,SP,4
88.0,2.58,credit_card,205.09,PR,4
84.89,29.62,credit_card,205.09,PR,4
89.9,17.07,credit_card,83.06,RJ,1
89.9,17.07,credit_card,83.06,RJ,1
89.9,17.07,voucher,23.91,RJ,1
89.9,17.07,voucher,23.91,RJ,1
89.9,2.04,boleto,200.28,SP,1
84.9,23.44,boleto,200.28,SP,1
88.0,13.74,boleto,101.74,SP,4
88.0,16.56,boleto,203.82,SP,4
78.9,20.36,boleto,203.82,SP,4
67.9,12.61,credit_card,80.51,SP,2
67.9,15.23,credit_card,83.13,RS,2
67.9,15.19,credit_card,176.68,RJ,2
74.9,18.69,credit_card,176.68,RJ,2
67.9,15.19,credit_card,176.68,RJ,2
74.9,18.69,credit_card,176.68,RJ,2
67.9,12.61,credit_card,80.51,PR,2
67.9,12.61,credit_card,161.02,SP,2
67.9,12.61,credit_card,161.02,SP,2
67.9,12.61,credit_card,161.02,SP,2
67.9,12.61,credit_card,161.02,SP,2
67.9,11.33,credit_card,168.06,SP,2
74.9,13.93,credit_card,168.06,SP,2
67.9,11.33,credit_card,168.06,SP,2
74.9,13.93,credit_card,168.06,SP,2
67.9,2.03,boleto,178.12,PR,2
84.9,23.29,boleto,178.12,PR,2
67.9,7.62,credit_card,159.8,MG,2
74.9,9.38,credit_card,159.8,MG,2
67.9,16.92,boleto,84.82,MG,2
67.9,16.92,boleto,84.82,MG,2
67.9,13.68,boleto,173.3,RS,2
74.9,16.82,boleto,173.3,RS,2
67.9,11.33,credit_card,168.06,SP,2
74.9,13.93,credit_card,168.06,SP,2
67.9,15.23,boleto,83.13,SC,2
67.9,11.33,boleto,168.06,SP,2
74.9,13.93,boleto,168.06,SP,2
67.9,12.61,credit_card,80.51,SP,2
78.9,12.46,credit_card,184.58,SP,7
77.9,15.32,credit_card,184.58,SP,7
67.9,12.61,credit_card,80.51,SP,2
67.9,4.13,credit_card,204.43,DF,2
84.9,47.5,credit_card,204.43,DF,2
67.9,12.61,credit_card,80.51,SP,2
67.9,12.61,credit_card,80.51,SP,2
67.9,12.61,credit_card,80.51,SP,2
67.9,2.69,boleto,446.4,SP,2
67.9,2.69,boleto,446.4,SP,2
67.9,2.69,boleto,446.4,SP,2
74.9,3.31,boleto,446.4,SP,2
74.9,3.31,boleto,446.4,SP,2
74.9,3.31,boleto,446.4,SP,2
67.9,12.61,credit_card,80.51,SP,2
67.9,12.61,credit_card,80.51,SP,2
78.9,13.89,credit_card,92.79,SP,7
78.9,13.89,credit_card,92.79,SP,7
89.15,15.37,credit_card,104.52,SC,2
86.0,3.96,boleto,637.11,AM,2
86.0,3.96,boleto,637.11,AM,2
84.0,68.39,boleto,637.11,AM,2
84.0,68.39,boleto,637.11,AM,2
84.0,68.39,boleto,637.11,AM,2
86.0,12.73,credit_card,98.73,SP,2
89.15,17.06,boleto,106.21,MG,2
89.15,15.3,credit_card,211.86,MG,2
88.6,18.81,credit_card,211.86,MG,2
87.0,2.04,credit_card,196.46,SP,2
84.0,23.42,credit_card,196.46,SP,2
87.0,2.04,credit_card,196.36,SP,2
83.9,23.42,credit_card,196.36,SP,2
89.15,15.3,credit_card,211.86,RJ,2
88.6,18.81,credit_card,211.86,RJ,2
86.0,12.73,credit_card,98.73,SP,2
89.15,17.06,credit_card,106.21,MG,2
89.15,25.9,credit_card,115.05,DF,2
89.49,8.37,credit_card,97.86,SP,1
89.49,8.37,debit_card,97.86,SP,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,credit_card,104.87,ES,1
89.49,15.38,credit_card,104.87,PR,1
89.49,8.37,credit_card,195.72,SP,1
89.49,8.37,credit_card,195.72,SP,1
89.49,15.38,credit_card,104.87,MG,1
89.49,7.53,credit_card,200.82,SP,1
94.55,9.25,credit_card,200.82,SP,1
89.49,13.81,debit_card,214.83,MG,1
94.55,16.98,debit_card,214.83,MG,1
89.49,13.81,boleto,214.83,RJ,1
94.55,16.98,boleto,214.83,RJ,1
89.49,12.13,credit_card,101.62,SP,1
89.49,15.38,credit_card,104.87,RJ,1
89.49,15.38,boleto,104.87,RS,1
84.0,17.03,credit_card,101.03,RJ,2
89.56,12.76,credit_card,102.32,SP,1
99.56,12.83,boleto,112.39,SP,1
99.56,12.83,boleto,112.39,SP,1
99.56,17.14,boleto,116.7,RJ,1
99.56,17.14,boleto,116.7,RJ,1
99.56,12.83,credit_card,112.39,SP,1
95.0,13.79,credit_card,108.79,SP,3
84.0,12.72,credit_card,96.72,SP,2
99.56,12.83,credit_card,112.39,SP,1
84.0,15.34,credit_card,99.34,SC,2
95.0,22.38,credit_card,117.38,MG,3
84.0,17.03,credit_card,202.06,RJ,2
84.0,17.03,credit_card,202.06,RJ,2
95.0,22.38,boleto,234.76,MG,3
95.0,22.38,boleto,234.76,MG,3
89.3,15.38,credit_card,209.36,SC,2
89.3,15.38,credit_card,209.36,SC,2
85.0,13.71,credit_card,98.71,PR,3
97.56,12.81,boleto,110.37,SP,1
99.56,15.45,boleto,115.01,SP,1
99.56,15.45,voucher,96.75,RS,1
99.56,15.45,credit_card,18.26,RS,1
89.3,12.76,boleto,102.06,PR,1
89.3,12.76,boleto,102.06,PR,1
94.56,12.79,credit_card,107.35,PR,1
84.0,12.72,credit_card,96.72,SP,2
89.3,17.07,credit_card,106.37,RJ,1
89.3,25.91,credit_card,115.21,ES,1
84.0,17.03,credit_card,202.06,MG,2
84.0,17.03,credit_card,202.06,MG,2
99.56,17.14,credit_card,116.7,RJ,1
99.56,17.14,credit_card,116.7,RJ,1
89.3,17.07,credit_card,106.37,RJ,1
89.3,12.76,boleto,102.06,SP,2
97.56,12.81,credit_card,220.74,SP,1
97.56,12.81,credit_card,220.74,SP,1
84.0,12.72,credit_card,96.72,SP,2
84.0,12.72,boleto,96.72,SP,2
85.0,13.71,credit_card,98.71,SP,3
84.0,12.72,boleto,96.72,SP,2
89.3,17.07,credit_card,106.37,MG,1
77.9,13.89,boleto,91.79,SP,7
79.9,9.71,credit_card,89.61,SP,5
78.9,9.7,credit_card,177.2,SP,5
78.9,9.7,credit_card,177.2,SP,5
74.9,16.96,boleto,91.86,MG,2
74.9,16.96,boleto,91.86,MG,2
79.9,13.68,credit_card,93.58,SP,5
77.9,18.65,boleto,96.55,RS,7
74.9,16.96,boleto,91.86,MG,2
76.25,12.66,credit_card,88.91,PR,3
76.25,12.66,credit_card,88.91,SP,3
74.9,12.65,credit_card,87.55,SP,2
74.9,12.65,credit_card,87.55,SP,2
78.9,22.26,credit_card,101.16,RJ,4
74.9,16.96,credit_card,91.86,MG,2
79.9,3.68,credit_card,191.83,RJ,5
73.9,34.35,credit_card,191.83,RJ,5
76.25,16.97,credit_card,186.44,RJ,3
76.25,16.97,credit_card,186.44,RJ,3
79.9,43.04,credit_card,122.94,AL,5
74.9,15.27,boleto,90.17,SP,2
79.9,13.68,credit_card,93.58,SP,5
78.9,18.65,debit_card,195.1,SC,6
78.9,18.65,debit_card,195.1,SC,6
77.9,13.89,credit_card,183.58,SP,7
77.9,13.89,credit_card,183.58,SP,7
77.9,4.35,credit_card,212.83,RJ,7
89.9,40.68,credit_card,212.83,RJ,7
74.9,12.65,credit_card,87.55,SP,2
76.25,12.66,credit_card,88.91,SP,3
74.9,12.65,credit_card,87.55,PR,2
76.25,12.66,credit_card,88.91,SP,3
74.9,12.65,credit_card,87.55,SP,2
77.9,22.48,credit_card,100.38,RJ,8
74.9,4.45,credit_card,240.75,RJ,4
119.86,41.54,credit_card,240.75,RJ,4
76.25,22.24,boleto,196.98,MG,3
76.25,22.24,boleto,196.98,MG,3
77.9,22.48,boleto,100.38,MG,7
74.9,16.96,boleto,183.72,MG,2
74.9,16.96,boleto,183.72,MG,2
74.9,12.65,credit_card,437.75,PR,2
74.9,12.65,credit_card,437.75,PR,2
74.9,12.65,credit_card,437.75,PR,2
74.9,12.65,credit_card,437.75,PR,2
74.9,12.65,credit_card,437.75,PR,2
79.9,22.27,credit_card,102.17,MG,5
74.9,22.23,credit_card,194.26,RJ,4
74.9,22.23,credit_card,194.26,RJ,4
74.9,15.27,credit_card,90.17,SP,2
74.9,12.65,credit_card,87.55,SP,2
76.25,16.97,boleto,93.22,RJ,3
74.9,12.65,credit_card,87.55,SP,2
74.9,15.27,credit_card,180.34,RS,2
74.9,15.27,credit_card,180.34,RS,2
74.9,15.27,credit_card,90.17,SC,2
74.9,16.96,credit_card,91.86,RJ,2
74.9,12.65,boleto,87.55,SP,2
79.9,9.71,credit_card,89.61,SP,5
78.9,13.89,credit_card,92.79,SP,6
79.9,22.27,boleto,102.17,RJ,4
78.9,7.9,credit_card,86.8,PR,4
79.9,13.68,credit_card,93.58,SP,4
78.9,13.89,credit_card,92.79,SP,6
74.9,16.96,boleto,91.86,RJ,2
74.9,16.96,credit_card,91.86,RJ,2
74.9,12.65,credit_card,87.55,SP,2
78.9,13.89,credit_card,92.79,SP,6
79.9,9.71,credit_card,89.61,SP,5
76.25,12.66,credit_card,76.92,SP,3
76.25,12.66,voucher,11.99,SP,3
78.9,22.48,credit_card,102.76,RJ,6
78.9,22.48,voucher,100.0,RJ,6
78.9,22.48,credit_card,102.76,RJ,6
78.9,22.48,voucher,100.0,RJ,6
76.25,16.97,credit_card,93.22,MG,3
78.9,22.26,credit_card,101.16,RJ,6
74.9,15.27,credit_card,90.17,RS,2
74.9,12.65,credit_card,87.55,SP,2
79.9,22.27,credit_card,102.17,RJ,4
77.9,4.35,boleto,212.83,MG,8
89.9,40.68,boleto,212.83,MG,8
74.9,12.65,credit_card,87.55,SP,2
76.25,22.24,credit_card,98.49,MG,3
74.9,12.65,credit_card,87.55,SP,2
74.9,12.65,boleto,87.55,SP,2
78.9,13.89,credit_card,92.79,SP,6
79.9,13.68,credit_card,93.58,SP,5
74.9,16.96,credit_card,91.86,MG,2
76.25,42.56,boleto,118.81,AL,3
76.25,12.66,boleto,88.91,SP,3
76.25,16.97,boleto,186.44,MG,3
76.25,16.97,boleto,186.44,MG,3
74.9,12.65,credit_card,87.55,SP,2
74.9,18.4,credit_card,93.3,RS,4
88.9,17.06,credit_card,211.92,RJ,2
88.9,17.06,credit_card,211.92,RJ,2
94.0,13.78,credit_card,107.78,PR,3
87.0,12.74,credit_card,99.74,SP,2
88.9,17.06,credit_card,105.96,RJ,2
94.55,18.54,credit_card,113.09,MG,3
94.55,15.41,credit_card,109.96,RJ,1
74.9,15.27,credit_card,90.17,RJ,2
74.9,15.27,boleto,90.17,MG,2
74.9,8.27,credit_card,83.17,SP,2
74.9,15.27,credit_card,90.17,MG,2
74.9,7.78,credit_card,2.28,SP,8
74.9,7.78,voucher,80.4,SP,8
74.9,16.96,credit_card,91.86,RJ,1
74.9,12.65,credit_card,87.55,SP,2
74.9,16.96,credit_card,91.86,RJ,2
74.9,16.96,voucher,91.86,MG,1
74.9,8.27,credit_card,83.17,PR,2
74.9,12.65,boleto,87.55,PR,1
74.9,25.8,credit_card,100.7,DF,2
74.9,15.27,credit_card,90.17,RS,1
74.9,12.65,credit_card,87.55,PR,2
74.9,12.65,credit_card,87.55,SP,1
159.99,16.88,boleto,176.87,RS,1
159.99,9.93,credit_card,169.92,SP,1
159.99,10.53,boleto,170.52,SP,1
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,10.12,boleto,2202.4,SP,2
100.0,18.27,credit_card,236.54,BA,1
100.0,18.27,credit_card,236.54,BA,1
100.0,16.46,boleto,116.46,ES,2
100.0,12.83,boleto,112.83,SP,2
100.0,12.83,boleto,225.66,SP,2
100.0,12.83,boleto,225.66,SP,2
100.0,12.83,boleto,225.66,SP,1
100.0,12.83,boleto,225.66,SP,1
100.0,15.45,boleto,230.9,SC,1
100.0,15.45,boleto,230.9,SC,1
99.9,17.14,credit_card,234.08,MG,3
99.9,17.14,credit_card,234.08,MG,3
95.0,22.38,boleto,117.38,RJ,4
95.0,18.55,credit_card,227.1,RS,4
95.0,18.55,credit_card,227.1,RS,4
95.0,18.55,credit_card,113.55,SP,4
95.0,22.38,credit_card,117.38,RJ,3
95.0,9.79,credit_card,209.58,SP,5
95.0,9.79,credit_card,209.58,SP,5
95.0,13.17,credit_card,108.17,RS,5
95.0,18.55,credit_card,113.55,SP,4
91.9,13.97,credit_card,209.74,SP,8
89.9,13.97,credit_card,209.74,SP,8
95.0,13.79,boleto,217.58,SP,4
95.0,13.79,boleto,217.58,SP,4
115.52,16.57,credit_card,132.09,RS,2
115.52,18.38,credit_card,133.9,MG,3
115.52,13.83,credit_card,129.35,SP,2
115.52,13.83,credit_card,129.35,SP,2
255.91,11.21,credit_card,267.12,SP,1
69.9,9.94,credit_card,79.84,SP,2
69.9,9.94,credit_card,79.84,SP,2
69.9,16.25,credit_card,86.15,RS,2
69.9,16.25,credit_card,86.15,RJ,1
69.9,27.03,credit_card,96.93,PE,2
69.9,16.25,boleto,86.15,RJ,2
72.0,12.63,credit_card,84.63,PR,3
69.9,16.93,credit_card,86.83,MG,1
72.0,13.62,boleto,85.62,SP,4
72.0,22.8,credit_card,187.36,SP,3
88.0,4.56,credit_card,187.36,SP,3
69.9,21.15,credit_card,185.18,SP,2
89.9,4.23,credit_card,185.18,SP,2
69.9,12.62,credit_card,82.52,SP,2
69.9,16.93,credit_card,173.66,MG,2
69.9,16.93,credit_card,173.66,MG,2
69.9,16.93,credit_card,173.66,RJ,2
69.9,16.93,credit_card,173.66,RJ,2
69.9,25.77,credit_card,95.67,ES,2
72.0,16.94,debit_card,88.94,MG,3
74.9,13.86,credit_card,88.76,SP,6
69.9,12.62,credit_card,82.52,SP,1
69.9,12.62,credit_card,82.52,SP,2
69.9,12.62,credit_card,82.52,SP,1
89.9,13.75,boleto,103.65,SP,5
99.89,15.45,credit_card,115.34,RS,2
89.9,13.97,credit_card,103.87,SP,6
99.9,17.14,credit_card,117.04,RJ,1
99.9,17.14,boleto,117.04,RJ,2
70.89,9.94,credit_card,161.66,SP,2
70.89,9.94,credit_card,161.66,SP,2
70.89,12.84,credit_card,83.73,SP,1
70.9,16.94,credit_card,87.84,MG,2
70.9,13.62,credit_card,84.52,SP,3
70.9,18.38,boleto,178.56,RS,3
70.9,18.38,boleto,178.56,RS,3
70.9,18.38,boleto,178.56,RS,3
70.9,18.38,boleto,178.56,RS,3
70.9,15.25,credit_card,86.15,SC,2
184.79,17.05,credit_card,201.84,RJ,1
184.79,9.65,boleto,388.88,SP,3
184.79,9.65,boleto,388.88,SP,3
379.89,12.07,boleto,391.96,SP,2
74.89,16.28,credit_card,91.17,RJ,2
74.89,27.06,credit_card,101.95,PA,1
74.89,9.94,credit_card,84.83,SP,2
69.0,12.61,debit_card,81.61,SP,2
61.9,13.84,boleto,342.16,SP,6
61.9,13.84,boleto,342.16,SP,6
81.5,13.84,boleto,342.16,SP,6
81.5,13.84,boleto,342.16,SP,6
234.31,17.4,debit_card,251.71,MG,1
207.91,15.44,credit_card,667.56,SP,1
209.9,12.05,credit_card,667.56,SP,1
209.9,12.36,credit_card,667.56,SP,1
75.89,8.28,credit_card,84.17,SP,1
75.89,8.28,credit_card,34.06,SP,1
75.89,8.28,voucher,50.11,SP,1
207.91,17.22,boleto,225.13,MG,2
88.89,7.88,credit_card,96.77,SP,8
88.89,15.37,credit_card,312.78,MG,2
88.89,15.37,credit_card,312.78,MG,2
88.89,15.37,credit_card,312.78,MG,2
88.89,15.37,boleto,104.26,PR,2
88.9,16.06,credit_card,104.96,MG,1
88.9,16.06,credit_card,419.84,RJ,1
88.9,16.06,credit_card,419.84,RJ,1
88.9,16.06,credit_card,419.84,RJ,1
88.9,16.06,credit_card,419.84,RJ,1
389.89,29.27,boleto,419.16,CE,1
235.91,17.41,credit_card,253.32,SC,1
268.9,19.98,credit_card,288.88,ES,8
245.0,40.96,credit_card,514.69,BA,5
223.0,5.73,credit_card,514.69,BA,5
245.0,19.82,credit_card,264.82,GO,7
225.0,19.45,credit_card,244.45,RJ,4
225.0,23.28,credit_card,248.28,PR,5
225.0,19.45,credit_card,244.45,SP,5
225.0,23.28,credit_card,248.28,PR,4
79.0,18.43,credit_card,97.43,DF,6
63.9,18.33,credit_card,82.23,MG,4
79.0,18.65,boleto,97.65,PR,6
188.0,16.07,credit_card,204.07,SC,1
164.9,23.08,boleto,187.98,BA,6
157.0,18.98,credit_card,175.98,RJ,6
156.0,18.97,credit_card,174.97,RJ,5
188.0,17.76,credit_card,205.76,BA,1
188.0,12.82,credit_card,200.82,SP,2
156.0,18.97,credit_card,174.97,MG,5
157.0,18.98,credit_card,175.98,RJ,5
188.0,16.07,boleto,204.07,RJ,1
157.0,37.79,credit_card,194.79,PA,5
164.0,37.84,credit_card,201.84,CE,4
157.0,18.98,credit_card,175.98,RJ,5
156.0,13.53,boleto,169.53,SP,5
164.9,13.81,credit_card,178.71,SP,7
152.9,13.51,credit_card,166.41,SP,6
157.0,13.54,credit_card,170.54,SP,5
152.9,13.51,credit_card,166.41,SP,6
188.0,16.07,credit_card,204.07,MG,1
156.0,18.97,credit_card,174.97,MG,5
157.0,18.98,credit_card,175.98,MG,6
156.0,13.53,credit_card,169.53,SP,5
156.0,18.97,boleto,174.97,MG,5
188.0,16.07,credit_card,204.07,RJ,1
164.9,13.81,credit_card,178.71,SP,7
161.9,37.82,credit_card,199.72,CE,4
164.0,19.03,credit_card,183.03,DF,4
175.9,13.67,credit_card,189.57,SP,3
139.0,19.07,credit_card,158.07,RJ,7
219.0,24.11,credit_card,243.11,SC,3
229.0,30.0,credit_card,259.0,PA,1
209.9,18.72,credit_card,8.78,SC,2
209.9,18.72,voucher,219.84,SC,2
209.9,18.72,credit_card,228.62,RJ,2
229.0,14.62,boleto,243.62,SP,1
209.0,0.0,credit_card,209.0,SP,4
219.0,15.62,boleto,234.62,SP,3
199.0,0.0,credit_card,199.0,SP,5
209.9,39.02,credit_card,248.92,AP,2
209.9,29.87,credit_card,239.77,PE,2
199.0,0.0,credit_card,199.0,ES,5
219.0,24.11,credit_card,243.11,PR,3
199.0,0.0,credit_card,199.0,RS,4
219.0,19.95,credit_card,238.95,MG,3
204.0,14.45,credit_card,218.45,SP,2
199.0,0.0,credit_card,199.0,MG,5
199.0,0.0,credit_card,199.0,ES,5
219.0,24.11,credit_card,243.11,ES,3
209.0,15.55,credit_card,224.55,SP,4
214.0,18.75,credit_card,232.75,SC,1
209.9,14.49,credit_card,224.39,SP,2
204.0,14.45,boleto,218.45,SP,2
239.0,39.22,boleto,278.22,MA,1
199.0,0.0,credit_card,199.0,SC,4
199.0,0.0,credit_card,199.0,PE,5
199.0,0.0,debit_card,199.0,RJ,4
219.0,24.11,boleto,243.11,RS,3
219.0,68.45,boleto,287.45,RR,3
199.0,0.0,credit_card,199.0,RJ,5
199.0,0.0,credit_card,199.0,CE,5
204.0,18.68,credit_card,222.68,ES,2
209.0,24.04,credit_card,133.04,GO,4
209.0,24.04,voucher,100.0,GO,4
219.9,14.56,credit_card,234.46,SP,1
199.0,0.0,credit_card,199.0,SP,5
199.0,0.0,credit_card,199.0,SP,5
204.0,14.45,credit_card,218.45,SP,2
214.0,14.52,credit_card,228.52,SP,1
204.0,29.83,credit_card,233.83,PE,2
219.0,24.11,credit_card,243.11,DF,3
204.0,14.45,credit_card,218.45,SP,3
229.0,18.85,voucher,247.85,MG,1
204.0,18.68,credit_card,222.68,RJ,2
204.0,14.45,credit_card,218.45,SP,2
214.0,17.0,credit_card,231.0,DF,1
209.9,18.72,credit_card,228.62,ES,1
199.0,13.56,credit_card,334.59,RJ,4
116.9,5.13,credit_card,334.59,RJ,4
209.9,18.72,credit_card,228.62,MG,1
199.0,0.0,credit_card,199.0,ES,5
199.0,0.0,credit_card,199.0,PB,5
219.0,58.08,credit_card,277.08,RO,3
204.0,14.45,boleto,218.45,SP,2
204.0,29.83,credit_card,233.83,PE,2
204.0,14.45,boleto,218.45,SP,3
199.0,0.0,credit_card,199.0,MG,5
209.9,14.49,credit_card,224.39,SP,2
199.0,0.0,credit_card,199.0,ES,5
219.0,58.08,credit_card,277.08,MA,3
199.0,0.0,credit_card,199.0,GO,5
204.0,18.68,credit_card,222.68,SC,2
199.0,0.0,credit_card,199.0,SP,4
219.0,15.62,credit_card,234.62,SP,3
204.0,18.68,credit_card,222.68,PR,3
209.0,0.0,credit_card,209.0,RJ,4
199.0,0.0,credit_card,199.0,CE,5
199.0,0.0,credit_card,199.0,RJ,4
199.0,0.0,boleto,199.0,SP,5
219.0,43.59,credit_card,262.59,CE,3
209.0,0.0,credit_card,209.0,SP,4
204.0,18.68,credit_card,222.68,MG,2
204.0,18.68,credit_card,222.68,MG,2
199.0,0.0,credit_card,199.0,RJ,4
204.0,18.68,credit_card,222.68,RS,2
199.0,0.0,credit_card,199.0,SP,5
204.0,38.98,boleto,242.98,MA,2
219.0,0.0,credit_card,219.0,RS,4
204.0,20.67,credit_card,224.67,BA,2
199.0,16.14,credit_card,215.14,MG,2
199.0,16.14,credit_card,215.14,GO,2
199.0,16.14,credit_card,215.14,SC,1
199.0,16.14,credit_card,215.14,MG,1
199.0,16.14,debit_card,215.14,RJ,2
240.0,13.18,credit_card,253.18,SP,2
199.0,12.89,boleto,211.89,SP,1
239.0,14.11,debit_card,253.11,SP,3
199.0,12.89,credit_card,211.89,SP,1
199.0,17.83,boleto,216.83,MT,2
199.0,16.14,credit_card,215.14,RJ,1
240.0,16.43,credit_card,256.43,PR,2
199.0,12.89,credit_card,211.89,SP,1
218.0,16.41,boleto,234.41,RJ,5
178.0,13.91,credit_card,191.91,SP,8
169.9,13.85,credit_card,183.75,SP,6
178.0,19.35,credit_card,197.35,RJ,8
179.9,13.92,credit_card,193.82,SP,7
179.9,51.98,credit_card,231.88,RN,7
179.9,19.36,boleto,199.26,MG,7
169.0,13.84,credit_card,182.84,SP,6
169.0,13.84,credit_card,182.84,SP,6
179.9,13.92,credit_card,193.82,SP,7
169.9,19.29,credit_card,189.19,MG,6
169.0,19.28,boleto,188.28,MG,6
159.9,13.56,credit_card,173.46,SP,5
178.0,19.35,credit_card,197.35,RJ,8
174.9,13.88,boleto,188.78,SP,6
235.0,14.09,credit_card,249.09,SP,5
240.0,38.37,credit_card,278.37,TO,3
240.0,19.56,credit_card,259.56,RJ,4
240.0,19.56,credit_card,259.56,MG,3
114.46,18.9,boleto,133.36,MG,8
169.99,19.07,credit_card,189.06,RJ,6
179.89,13.92,credit_card,193.81,SP,7
179.99,38.49,credit_card,218.48,CE,8
96.0,13.38,credit_card,109.38,RS,5
129.0,16.53,credit_card,145.53,SP,1
93.9,13.32,credit_card,107.22,SP,6
98.9,17.6,credit_card,116.5,SP,4
96.0,8.79,boleto,104.79,SP,5
96.0,8.79,credit_card,104.79,SP,5
99.0,6.57,credit_card,105.57,SP,5
93.9,9.46,boleto,103.36,SP,6
93.9,13.32,credit_card,107.22,SP,6
93.9,16.4,credit_card,110.3,ES,6
98.9,17.6,credit_card,116.5,SP,4
98.9,26.77,credit_card,125.67,MG,4
96.0,8.79,credit_card,104.79,SP,5
109.9,16.4,credit_card,126.3,SP,2
99.0,6.57,credit_card,105.57,SP,5
99.0,10.0,credit_card,223.26,SP,6
98.0,16.26,credit_card,223.26,SP,6
96.0,13.38,credit_card,109.38,MG,5
93.9,13.32,credit_card,57.22,SP,6
93.9,13.32,voucher,50.0,SP,6
102.0,17.62,boleto,119.62,SP,3
129.0,33.35,credit_card,162.35,TO,1
96.0,8.79,credit_card,104.79,SP,5
93.9,18.76,credit_card,225.32,MG,6
93.9,18.76,credit_card,225.32,MG,6
109.9,21.26,credit_card,131.16,RJ,2
96.0,13.38,credit_card,109.38,RJ,5
98.9,17.6,credit_card,116.5,SP,4
95.9,17.58,credit_card,113.48,SP,5
96.0,8.79,credit_card,104.79,SP,5
93.9,13.32,credit_card,107.22,SP,6
109.9,16.4,credit_card,126.3,SP,2
96.0,8.79,credit_card,104.79,SP,5
99.0,6.57,credit_card,105.57,SP,5
109.9,16.4,credit_card,126.3,SP,2
97.9,11.89,credit_card,242.56,MS,4
117.9,14.87,credit_card,242.56,MS,4
109.9,21.26,boleto,131.16,RJ,2
95.9,17.58,credit_card,113.48,SP,5
99.0,6.57,credit_card,105.57,SP,5
109.9,16.4,credit_card,126.3,SP,2
129.0,16.53,boleto,145.53,SP,1
99.0,6.57,credit_card,105.57,SP,5
102.0,17.62,credit_card,119.62,SP,3
99.0,8.8,credit_card,107.8,SP,5
96.0,6.56,credit_card,102.56,SP,5
129.9,15.66,credit_card,145.56,MG,1
129.9,14.66,voucher,135.46,SP,1
129.9,14.66,credit_card,9.1,SP,1
129.9,15.66,credit_card,145.56,SP,1
129.9,9.28,credit_card,139.18,RJ,1
129.9,14.66,credit_card,144.56,SP,1
129.9,15.66,credit_card,145.56,SP,1
129.9,15.66,boleto,145.56,MG,1
129.9,14.66,boleto,144.56,SP,1
129.9,12.91,credit_card,142.81,RJ,1
129.9,16.35,credit_card,146.25,RS,1
102.9,22.43,credit_card,125.33,BA,4
102.0,13.15,credit_card,115.15,SP,5
104.0,18.83,boleto,122.83,MG,8
