,price,freight_value,payment_type,payment_value,order_purchase_timestamp,customer_state,mes_compra,ano_compra,dia_compra
14463,79.9,34.72,credit_card,229.24,2017-05-23 19:24:53,SP,5,2017,23
14465,199.9,12.01,credit_card,211.91,2017-04-02 18:43:05,SP,4,2017,2
14471,34.9,3.39,credit_card,206.65,2017-01-27 14:59:17,SP,1,2017,27
14472,153.75,14.61,credit_card,206.65,2017-01-27 14:59:17,SP,1,2017,27
14473,64.9,7.78,credit_card,72.68,2017-09-29 19:16:52,SP,9,2017,29
14474,199.9,12.9,credit_card,212.8,2017-07-12 11:48:27,SP,7,2017,12
14478,17.5,10.96,credit_card,28.46,2017-04-16 23:55:43,SP,4,2017,16
14487,71.9,12.0,boleto,83.9,2017-09-10 15:53:24,SP,9,2017,10
14488,59.9,11.73,voucher,55.05,2017-11-16 23:39:03,SP,11,2017,16
14489,59.9,11.73,credit_card,16.58,2017-11-16 23:39:03,SP,11,2017,16
14493,34.9,9.34,credit_card,44.24,2017-06-20 00:24:04,SP,6,2017,20
14494,84.9,7.85,boleto,92.75,2017-11-26 12:53:03,SP,11,2017,26
14498,49.9,34.69,voucher,51.3,2017-11-21 20:36:39,SP,11,2017,21
14499,49.9,34.69,voucher,15.34,2017-11-21 20:36:39,SP,11,2017,21
14500,49.9,34.69,voucher,17.95,2017-11-21 20:36:39,SP,11,2017,21
14511,129.7,37.92,credit_card,167.62,2017-03-06 14:21:54,SP,3,2017,6
14628,39.9,15.1,boleto,55.0,2017-12-06 12:49:00,SP,12,2017,6
14748,40.0,8.44,credit_card,48.44,2017-12-08 08:13:26,SP,12,2017,8
14749,49.99,10.96,boleto,60.95,2017-02-20 09:14:03,SP,2,2017,20
14751,40.0,8.27,credit_card,48.27,2017-07-31 19:51:48,SP,7,2017,31
14760,40.0,8.27,boleto,48.27,2017-12-06 14:18:14,SP,12,2017,6
14763,49.99,10.96,credit_card,60.95,2017-02-22 21:31:09,SP,2,2017,22
14764,40.0,8.27,credit_card,48.27,2017-09-05 22:06:34,SP,9,2017,5
14766,40.0,11.85,credit_card,37.07,2017-07-25 19:19:03,SP,7,2017,25
14767,40.0,11.85,voucher,14.78,2017-07-25 19:19:03,SP,7,2017,25
14774,40.0,8.27,boleto,48.27,2017-08-02 13:22:38,SP,8,2017,2
14778,40.0,8.27,credit_card,48.27,2017-09-22 01:40:53,SP,9,2017,22
14779,40.0,8.27,credit_card,48.27,2017-07-27 20:52:24,SP,7,2017,27
14780,45.0,11.85,credit_card,56.85,2017-07-06 19:46:22,SP,7,2017,6
14781,40.0,8.27,credit_card,48.27,2017-10-18 17:37:06,SP,10,2017,18
14784,40.0,8.27,boleto,48.27,2017-09-02 13:04:14,SP,9,2017,2
14786,59.99,11.03,credit_card,71.02,2017-04-08 08:46:10,SP,4,2017,8
14794,45.0,8.27,credit_card,53.27,2017-07-15 18:57:15,SP,7,2017,15
14807,34.0,8.27,credit_card,42.27,2017-11-26 11:07:17,SP,11,2017,26
14837,315.0,10.95,credit_card,325.95,2017-11-08 12:36:23,SP,11,2017,8
14838,315.0,10.95,credit_card,325.95,2017-11-14 21:54:25,SP,11,2017,14
14839,319.0,10.98,credit_card,329.98,2017-12-04 20:56:01,SP,12,2017,4
14841,332.0,11.07,credit_card,343.07,2017-07-29 18:58:46,SP,7,2017,29
14842,319.0,10.98,credit_card,329.98,2017-09-11 20:58:23,SP,9,2017,11
14843,319.0,10.98,credit_card,329.98,2017-09-27 11:27:04,SP,9,2017,27
14844,319.0,13.73,credit_card,332.73,2017-12-18 08:01:45,SP,12,2017,18
14846,332.0,11.07,credit_card,343.07,2017-07-27 12:51:57,SP,7,2017,27
14847,319.0,10.98,boleto,329.98,2017-10-24 15:04:00,SP,10,2017,24
14848,319.0,10.98,credit_card,329.98,2017-08-22 23:40:07,SP,8,2017,22
14849,399.0,13.4,credit_card,412.4,2017-03-23 08:05:35,SP,3,2017,23
14852,319.0,13.73,credit_card,332.73,2017-12-05 08:47:08,SP,12,2017,5
14855,319.0,10.98,boleto,329.98,2017-09-24 12:15:22,SP,9,2017,24
14856,339.0,11.12,boleto,350.12,2017-07-25 16:09:26,SP,7,2017,25
14857,332.0,11.07,credit_card,343.07,2017-07-31 11:29:39,SP,7,2017,31
14859,319.0,10.98,credit_card,329.98,2017-10-30 23:00:39,SP,10,2017,30
14860,399.0,13.4,credit_card,412.4,2017-03-03 19:26:52,SP,3,2017,3
14862,45.49,8.27,boleto,53.76,2017-11-23 04:01:05,SP,11,2017,23
14863,45.49,8.27,credit_card,53.76,2017-12-11 18:25:17,SP,12,2017,11
14874,105.49,8.48,credit_card,113.97,2017-10-18 19:13:05,SP,10,2017,18
14898,69.99,11.1,boleto,81.09,2017-03-31 10:53:45,SP,3,2017,31
14900,69.99,11.1,credit_card,81.09,2017-03-28 21:19:36,SP,3,2017,28
14901,69.99,11.1,credit_card,81.09,2017-02-09 13:16:39,SP,2,2017,9
14926,119.9,17.32,boleto,137.22,2017-12-05 23:40:59,SP,12,2017,5
14927,119.9,14.57,credit_card,134.47,2017-05-15 18:46:52,SP,5,2017,15
14931,329.9,41.64,credit_card,371.54,2017-11-21 11:50:23,SP,11,2017,21
14934,38.5,19.88,credit_card,58.38,2017-07-10 14:06:20,SP,7,2017,10
14938,38.5,18.0,credit_card,56.5,2017-01-27 17:21:48,SP,1,2017,27
14944,38.5,13.37,credit_card,51.87,2017-05-21 15:38:06,SP,5,2017,21
14946,38.5,15.56,credit_card,54.06,2017-04-03 12:43:06,SP,4,2017,3
14951,38.5,15.56,credit_card,54.06,2017-01-17 20:20:10,SP,1,2017,17
14953,38.5,15.56,credit_card,54.06,2017-04-03 17:14:19,SP,4,2017,3
14962,38.5,15.56,credit_card,54.06,2017-03-06 09:00:37,SP,3,2017,6
14968,139.9,20.89,boleto,160.79,2017-09-08 05:17:36,SP,9,2017,8
14969,139.9,23.78,credit_card,163.68,2017-11-24 20:41:08,SP,11,2017,24
14973,139.9,23.78,credit_card,163.68,2017-12-02 19:26:28,SP,12,2017,2
14987,139.9,31.73,credit_card,171.63,2017-10-22 19:29:49,SP,10,2017,22
15003,69.9,19.35,credit_card,89.25,2017-12-19 13:50:02,SP,12,2017,19
15006,66.99,12.48,credit_card,79.47,2017-08-13 09:13:02,SP,8,2017,13
15009,66.99,17.21,credit_card,84.2,2017-03-08 21:48:05,SP,3,2017,8
15019,66.99,12.48,credit_card,79.47,2017-07-17 16:04:40,SP,7,2017,17
15021,66.99,17.21,boleto,84.2,2017-04-22 22:02:17,SP,4,2017,22
15022,66.99,18.0,boleto,84.99,2017-01-31 09:31:33,SP,1,2017,31
15029,43.9,17.09,boleto,60.99,2017-05-01 14:02:17,SP,5,2017,1
15041,31.99,15.56,credit_card,95.1,2017-03-27 22:37:36,SP,3,2017,27
15042,31.99,15.56,credit_card,95.1,2017-03-27 22:37:36,SP,3,2017,27
15053,179.99,21.17,credit_card,201.16,2017-12-03 22:28:45,SP,12,2017,3
15057,179.99,16.98,credit_card,196.97,2017-09-30 15:00:21,SP,9,2017,30
15061,68.9,14.21,credit_card,83.11,2017-09-11 17:17:10,SP,9,2017,11
15063,68.9,17.73,boleto,86.63,2017-07-30 13:17:00,SP,7,2017,30
15067,68.9,14.21,credit_card,83.11,2017-10-29 21:12:37,SP,10,2017,29
15087,68.9,17.22,credit_card,86.12,2017-02-26 22:01:17,SP,2,2017,26
15088,68.9,17.22,credit_card,86.12,2017-03-29 10:26:12,SP,3,2017,29
15089,34.9,12.48,boleto,47.38,2017-09-21 10:41:55,SP,9,2017,21
15091,34.9,12.48,credit_card,47.38,2017-12-02 11:51:27,SP,12,2017,2
15100,29.9,13.37,credit_card,86.54,2017-10-04 12:05:11,SP,10,2017,4
15101,29.9,13.37,credit_card,86.54,2017-10-04 12:05:11,SP,10,2017,4
15103,29.99,12.48,credit_card,84.94,2017-07-17 22:46:31,SP,7,2017,17
15104,29.99,12.48,credit_card,84.94,2017-07-17 22:46:31,SP,7,2017,17
15105,29.99,15.56,boleto,45.55,2017-04-10 20:17:01,SP,4,2017,10
15107,29.99,14.08,credit_card,88.14,2017-11-24 20:42:43,SP,11,2017,24
15108,29.99,14.08,credit_card,88.14,2017-11-24 20:42:43,SP,11,2017,24
15110,29.99,14.08,credit_card,44.07,2017-07-17 22:20:47,SP,7,2017,17
15111,29.99,17.6,credit_card,47.59,2017-08-27 17:01:15,SP,8,2017,27
15112,62.9,14.17,voucher,10.05,2017-05-17 21:06:56,SP,5,2017,17
15113,62.9,14.17,voucher,8.77,2017-05-17 21:06:56,SP,5,2017,17
15114,62.9,14.17,voucher,5.78,2017-05-17 21:06:56,SP,5,2017,17
15115,62.9,14.17,voucher,4.82,2017-05-17 21:06:56,SP,5,2017,17
15116,62.9,14.17,voucher,5.76,2017-05-17 21:06:56,SP,5,2017,17
15117,62.9,14.17,voucher,5.07,2017-05-17 21:06:56,SP,5,2017,17
15118,62.9,14.17,voucher,5.23,2017-05-17 21:06:56,SP,5,2017,17
15119,62.9,14.17,voucher,11.82,2017-05-17 21:06:56,SP,5,2017,17
15120,62.9,14.17,voucher,6.67,2017-05-17 21:06:56,SP,5,2017,17
15121,62.9,14.17,voucher,5.39,2017-05-17 21:06:56,SP,5,2017,17
15122,62.9,14.17,voucher,7.71,2017-05-17 21:06:56,SP,5,2017,17
15125,62.9,12.48,credit_card,75.38,2017-09-26 18:14:26,SP,9,2017,26
15133,69.9,19.35,credit_card,89.25,2017-12-16 22:16:31,SP,12,2017,16
15138,69.9,16.25,credit_card,86.15,2017-12-23 13:37:52,SP,12,2017,23
15143,179.99,47.23,credit_card,227.22,2017-06-20 23:49:08,SP,6,2017,20
15167,38.5,15.56,credit_card,108.12,2017-01-15 14:15:04,SP,1,2017,15
15168,38.5,15.56,credit_card,108.12,2017-01-15 14:15:04,SP,1,2017,15
15171,72.9,14.24,boleto,87.14,2017-05-20 13:34:44,SP,5,2017,20
15190,31.99,13.37,credit_card,90.72,2017-06-18 14:46:51,SP,6,2017,18
15191,31.99,13.37,credit_card,90.72,2017-06-18 14:46:51,SP,6,2017,18
15198,62.9,12.48,boleto,150.76,2017-07-26 19:49:35,SP,7,2017,26
15199,62.9,12.48,boleto,150.76,2017-07-26 19:49:35,SP,7,2017,26
15205,35.99,14.52,credit_card,50.51,2017-04-28 14:19:11,SP,4,2017,28
15206,35.99,15.1,boleto,51.09,2017-06-14 14:43:13,SP,6,2017,14
15236,179.99,20.12,credit_card,200.11,2017-05-27 20:35:19,SP,5,2017,27
15239,32.5,15.56,credit_card,48.06,2017-03-13 20:48:35,SP,3,2017,13
15246,68.99,14.21,credit_card,83.2,2017-06-30 18:57:54,SP,6,2017,30
15249,410.0,22.36,boleto,864.72,2017-12-20 15:36:44,SP,12,2017,20
15250,410.0,22.36,boleto,864.72,2017-12-20 15:36:44,SP,12,2017,20
15255,398.0,22.28,credit_card,420.28,2017-11-22 22:09:21,SP,11,2017,22
15271,415.0,23.81,credit_card,438.81,2017-11-23 16:33:54,SP,11,2017,23
15273,415.0,27.81,credit_card,442.81,2017-11-14 17:28:01,SP,11,2017,14
15276,425.0,27.81,credit_card,452.81,2017-12-01 13:01:47,SP,12,2017,1
15314,412.0,23.72,boleto,435.72,2017-12-04 18:43:34,SP,12,2017,4
15316,398.0,20.04,credit_card,418.04,2017-09-05 16:19:06,SP,9,2017,5
15358,59.9,50.92,credit_card,110.82,2017-06-20 21:56:51,SP,6,2017,20
15392,148.0,24.69,credit_card,330.57,2017-12-08 19:52:50,SP,12,2017,8
15393,148.0,9.88,credit_card,330.57,2017-12-08 19:52:50,SP,12,2017,8
15395,148.0,17.29,credit_card,165.29,2017-12-04 09:42:14,SP,12,2017,4
15397,148.0,17.78,credit_card,165.78,2017-02-05 23:31:24,SP,2,2017,5
15399,148.0,17.78,credit_card,165.78,2017-02-01 12:50:24,SP,2,2017,1
15420,49.0,14.14,credit_card,197.97,2017-02-20 07:54:16,SP,2,2017,20
15421,49.0,14.14,credit_card,197.97,2017-02-20 07:54:16,SP,2,2017,20
15422,59.9,11.79,credit_card,197.97,2017-02-20 07:54:16,SP,2,2017,20
15440,59.9,16.18,credit_card,76.08,2017-12-12 14:32:00,SP,12,2017,12
15441,59.9,15.18,boleto,75.08,2017-12-23 16:28:54,SP,12,2017,23
15447,148.0,17.29,credit_card,165.29,2017-09-06 17:10:19,SP,9,2017,6
15452,148.0,18.29,credit_card,166.29,2017-11-26 21:54:21,SP,11,2017,26
15464,119.0,17.08,boleto,136.08,2017-11-26 20:22:09,SP,11,2017,26
15482,49.0,14.1,boleto,189.3,2017-06-29 19:25:04,SP,6,2017,29
15483,49.0,14.1,boleto,189.3,2017-06-29 19:25:04,SP,6,2017,29
15484,49.0,14.1,boleto,189.3,2017-06-29 19:25:04,SP,6,2017,29
15494,59.9,15.17,boleto,75.07,2017-10-13 01:39:09,SP,10,2017,13
15506,119.0,17.08,boleto,136.08,2017-11-28 14:01:10,SP,11,2017,28
15507,119.0,17.08,credit_card,136.08,2017-11-27 22:16:21,SP,11,2017,27
15518,99.0,17.94,credit_card,116.94,2017-11-29 22:38:57,SP,11,2017,29
15547,119.0,18.08,credit_card,137.08,2017-10-11 20:32:04,SP,10,2017,11
15577,49.0,14.1,boleto,126.2,2017-06-03 14:47:45,SP,6,2017,3
15578,49.0,14.1,boleto,126.2,2017-06-03 14:47:45,SP,6,2017,3
15580,49.0,15.1,credit_card,64.1,2017-10-22 19:28:07,SP,10,2017,22
15581,49.0,14.1,credit_card,63.1,2017-10-03 13:40:26,SP,10,2017,3
15583,49.0,7.05,boleto,112.1,2017-11-15 21:34:59,SP,11,2017,15
15584,49.0,7.05,boleto,112.1,2017-11-15 21:34:59,SP,11,2017,15
15602,119.0,17.08,credit_card,272.16,2017-06-19 17:15:00,SP,6,2017,19
15603,119.0,17.08,credit_card,272.16,2017-06-19 17:15:00,SP,6,2017,19
15611,49.0,15.1,credit_card,128.2,2017-12-19 22:31:52,SP,12,2017,19
15612,49.0,15.1,credit_card,128.2,2017-12-19 22:31:52,SP,12,2017,19
15619,49.0,14.52,credit_card,63.52,2017-02-02 17:05:27,SP,2,2017,2
15635,299.0,22.58,credit_card,321.58,2017-07-02 13:51:10,SP,7,2017,2
15643,49.0,14.11,credit_card,126.22,2017-03-12 08:42:37,SP,3,2017,12
15644,49.0,14.11,credit_card,126.22,2017-03-12 08:42:37,SP,3,2017,12
15648,299.0,22.58,credit_card,221.58,2017-07-10 13:41:35,SP,7,2017,10
15649,299.0,22.58,voucher,100.0,2017-07-10 13:41:35,SP,7,2017,10
15651,148.0,18.29,credit_card,166.29,2017-12-02 19:11:14,SP,12,2017,2
15657,299.0,21.58,credit_card,320.58,2017-12-21 11:01:43,SP,12,2017,21
15676,299.0,21.58,credit_card,320.58,2017-11-15 15:47:35,SP,11,2017,15
15682,49.0,15.1,credit_card,110.63,2017-10-19 09:38:37,SP,10,2017,19
15683,49.0,15.1,voucher,17.57,2017-10-19 09:38:37,SP,10,2017,19
15684,49.0,15.1,credit_card,110.63,2017-10-19 09:38:37,SP,10,2017,19
15685,49.0,15.1,voucher,17.57,2017-10-19 09:38:37,SP,10,2017,19
15693,49.0,14.1,credit_card,63.1,2017-12-12 13:56:04,SP,12,2017,12
15694,68.0,16.24,credit_card,84.24,2017-12-06 20:39:46,SP,12,2017,6
15704,148.0,17.29,boleto,165.29,2017-11-24 22:32:34,SP,11,2017,24
15705,49.0,14.1,credit_card,63.1,2017-11-02 15:28:41,SP,11,2017,2
15715,119.0,18.08,credit_card,411.24,2017-11-30 18:02:45,SP,11,2017,30
15716,119.0,18.08,credit_card,411.24,2017-11-30 18:02:45,SP,11,2017,30
15717,119.0,18.08,credit_card,411.24,2017-11-30 18:02:45,SP,11,2017,30
15719,49.0,14.1,boleto,63.1,2017-11-09 14:53:09,SP,11,2017,9
15735,299.0,21.58,credit_card,320.58,2017-08-18 15:25:53,SP,8,2017,18
15751,119.0,17.08,credit_card,136.08,2017-08-20 17:06:42,SP,8,2017,20
15753,148.0,17.29,credit_card,165.29,2017-02-13 20:16:42,SP,2,2017,13
15756,49.0,14.1,credit_card,63.1,2017-05-17 16:50:43,SP,5,2017,17
15768,65.0,14.2,credit_card,79.2,2017-06-26 12:23:32,SP,6,2017,26
15775,21.33,8.27,boleto,59.2,2017-11-13 00:19:54,SP,11,2017,13
15776,21.33,8.27,boleto,59.2,2017-11-13 00:19:54,SP,11,2017,13
15778,21.33,8.27,credit_card,29.6,2017-12-19 00:43:44,SP,12,2017,19
15780,19.33,10.96,credit_card,30.29,2017-04-25 21:15:01,SP,4,2017,25
15781,17.33,11.85,boleto,29.18,2017-06-01 12:24:44,SP,6,2017,1
15782,17.33,10.96,credit_card,28.29,2017-05-04 15:27:47,SP,5,2017,4
15783,45.33,9.94,credit_card,55.27,2017-07-28 10:29:15,SP,7,2017,28
15785,45.33,12.69,boleto,58.02,2017-10-24 14:49:38,SP,10,2017,24
15794,44.32,8.27,boleto,52.59,2017-11-27 15:51:53,SP,11,2017,27
15795,47.33,12.48,boleto,59.81,2017-11-29 00:05:15,SP,11,2017,29
15799,15.33,8.27,credit_card,23.6,2017-07-11 13:48:22,SP,7,2017,11
15809,93.33,12.15,credit_card,105.48,2017-06-18 14:40:55,SP,6,2017,18
15810,93.33,18.0,credit_card,129.59,2017-07-14 13:12:09,SP,7,2017,14
15811,12.26,6.0,credit_card,129.59,2017-07-14 13:12:09,SP,7,2017,14
15813,19.33,8.27,credit_card,27.6,2017-09-23 13:01:13,SP,9,2017,23
15820,14.33,9.27,credit_card,23.6,2017-05-22 12:30:30,SP,5,2017,22
15822,55.13,27.54,credit_card,82.67,2017-06-20 19:58:34,SP,6,2017,20
15823,55.13,13.15,credit_card,112.01,2017-07-10 23:46:29,SP,7,2017,10
15824,39.9,3.83,credit_card,112.01,2017-07-10 23:46:29,SP,7,2017,10
15833,59.33,12.76,credit_card,72.09,2017-09-06 21:01:16,SP,9,2017,6
15834,29.33,8.27,boleto,37.6,2017-11-16 17:41:57,SP,11,2017,16
15835,17.33,11.85,credit_card,29.18,2017-06-06 12:38:42,SP,6,2017,6
15836,26.7,11.85,credit_card,1.96,2017-06-04 19:55:30,SP,6,2017,4
15837,26.7,11.85,voucher,36.59,2017-06-04 19:55:30,SP,6,2017,4
15839,17.33,8.27,credit_card,51.2,2017-11-24 22:21:04,SP,11,2017,24
15840,17.33,8.27,credit_card,51.2,2017-11-24 22:21:04,SP,11,2017,24
15841,17.2,11.85,credit_card,29.05,2017-11-29 18:05:29,SP,11,2017,29
15843,28.33,11.85,credit_card,40.18,2017-06-02 20:43:42,SP,6,2017,2
15848,40.33,14.92,credit_card,319.69,2017-05-20 15:47:20,SP,5,2017,20
15849,252.0,12.44,credit_card,319.69,2017-05-20 15:47:20,SP,5,2017,20
15850,17.33,8.27,credit_card,51.2,2017-07-15 17:27:36,SP,7,2017,15
15851,17.33,8.27,credit_card,51.2,2017-07-15 17:27:36,SP,7,2017,15
15852,17.33,11.85,credit_card,29.18,2017-06-14 18:16:12,SP,6,2017,14
15855,17.33,10.96,credit_card,56.58,2017-04-12 16:58:36,SP,4,2017,12
15856,17.33,10.96,credit_card,56.58,2017-04-12 16:58:36,SP,4,2017,12
15861,17.89,10.96,credit_card,28.85,2017-04-26 08:25:51,SP,4,2017,26
15870,16.5,7.78,credit_card,24.28,2017-06-05 16:24:03,SP,6,2017,5
15875,16.5,11.85,boleto,28.35,2017-05-29 07:52:30,SP,5,2017,29
15876,16.5,7.78,boleto,24.28,2017-06-09 08:13:39,SP,6,2017,9
15879,16.5,7.78,boleto,24.28,2017-06-06 00:11:09,SP,6,2017,6
15887,17.89,8.72,credit_card,26.61,2017-05-04 13:31:14,SP,5,2017,4
15889,12.5,8.72,credit_card,3.99,2017-07-26 09:09:01,SP,7,2017,26
15890,12.5,8.72,credit_card,17.23,2017-07-26 09:09:01,SP,7,2017,26
15929,25.9,7.78,boleto,33.68,2017-10-12 15:12:09,SP,10,2017,12
15932,19.99,7.78,credit_card,27.77,2017-08-03 23:13:48,SP,8,2017,3
15987,15.0,15.79,credit_card,30.79,2017-08-07 09:32:32,SP,8,2017,7
15989,25.0,10.96,credit_card,35.96,2017-02-09 22:03:43,SP,2,2017,9
15992,23.99,9.74,boleto,57.9,2017-03-29 20:29:35,SP,3,2017,29
15993,11.99,12.18,boleto,57.9,2017-03-29 20:29:35,SP,3,2017,29
15997,18.3,7.78,boleto,26.08,2017-10-17 10:51:16,SP,10,2017,17
16011,17.99,10.96,credit_card,28.95,2017-03-25 23:22:33,SP,3,2017,25
16013,17.99,8.72,credit_card,26.71,2017-04-01 18:44:20,SP,4,2017,1
16016,17.99,10.96,credit_card,28.95,2017-03-27 22:28:00,SP,3,2017,27
16017,17.99,10.96,boleto,57.9,2017-03-25 15:33:43,SP,3,2017,25
16018,17.99,10.96,boleto,57.9,2017-03-25 15:33:43,SP,3,2017,25
16020,18.95,10.96,credit_card,29.91,2017-04-04 17:31:12,SP,4,2017,4
16021,13.98,10.96,credit_card,24.94,2017-04-25 15:33:12,SP,4,2017,25
16024,13.98,7.78,credit_card,21.76,2017-05-29 17:35:14,SP,5,2017,29
16025,13.98,11.85,credit_card,25.83,2017-06-16 13:18:05,SP,6,2017,16
16029,13.98,7.78,credit_card,21.76,2017-05-23 19:19:31,SP,5,2017,23
16030,13.98,11.85,credit_card,25.83,2017-05-20 13:29:03,SP,5,2017,20
16032,13.98,11.85,credit_card,25.83,2017-06-11 01:32:05,SP,6,2017,11
16035,13.98,7.78,credit_card,21.76,2017-06-07 18:07:46,SP,6,2017,7
16038,13.98,11.85,credit_card,25.83,2017-06-24 13:54:25,SP,6,2017,24
16043,13.98,10.96,boleto,24.94,2017-05-02 07:55:06,SP,5,2017,2
16045,13.98,7.78,credit_card,21.76,2017-06-23 16:31:54,SP,6,2017,23
16048,12.5,7.78,credit_card,20.28,2017-05-14 12:30:01,SP,5,2017,14
16065,28.9,7.78,credit_card,73.36,2017-11-24 10:19:55,SP,11,2017,24
16066,28.9,7.78,credit_card,73.36,2017-11-24 10:19:55,SP,11,2017,24
16075,17.99,9.34,credit_card,27.33,2017-10-09 23:26:55,SP,10,2017,9
16077,17.99,7.78,credit_card,25.77,2017-07-10 22:28:33,SP,7,2017,10
16078,17.99,7.78,boleto,25.77,2017-06-13 15:38:50,SP,6,2017,13
16080,17.99,11.85,boleto,29.84,2017-06-06 15:32:24,SP,6,2017,6
16081,17.99,9.34,credit_card,27.33,2017-10-17 22:31:03,SP,10,2017,17
16084,17.99,7.78,voucher,22.7,2017-05-25 11:07:58,SP,5,2017,25
16085,17.99,7.78,credit_card,3.07,2017-05-25 11:07:58,SP,5,2017,25
16092,45.0,3.89,credit_card,97.78,2017-10-30 19:28:36,SP,10,2017,30
16093,45.0,3.89,credit_card,97.78,2017-10-30 19:28:36,SP,10,2017,30
16100,18.99,7.78,credit_card,26.77,2017-12-29 09:52:30,SP,12,2017,29
16101,15.0,7.78,credit_card,22.78,2017-09-24 17:09:08,SP,9,2017,24
16104,12.5,7.78,credit_card,21.94,2017-07-02 19:13:26,SP,7,2017,2
16110,33.99,10.56,credit_card,65.22,2017-04-02 15:41:12,SP,4,2017,2
16111,7.99,12.68,credit_card,65.22,2017-04-02 15:41:12,SP,4,2017,2
16112,33.99,8.72,boleto,42.71,2017-03-28 09:03:18,SP,3,2017,28
16113,12.5,10.96,credit_card,23.46,2017-05-01 21:12:39,SP,5,2017,1
16114,12.5,7.78,credit_card,20.28,2017-06-08 22:14:17,SP,6,2017,8
16115,12.5,7.78,boleto,20.28,2017-05-22 19:27:23,SP,5,2017,22
16116,12.5,7.78,credit_card,20.28,2017-06-12 08:57:04,SP,6,2017,12
16117,12.5,7.78,credit_card,20.28,2017-05-28 17:17:51,SP,5,2017,28
16118,12.5,7.78,credit_card,20.28,2017-07-22 15:21:16,SP,7,2017,22
16149,21.99,7.78,boleto,29.77,2017-10-24 13:18:46,SP,10,2017,24
16152,12.98,8.72,credit_card,21.7,2017-02-10 22:12:39,SP,2,2017,10
16153,49.99,8.72,credit_card,58.71,2017-03-27 20:29:48,SP,3,2017,27
16154,13.98,7.78,credit_card,21.76,2017-05-17 18:24:42,SP,5,2017,17
16157,60.0,11.03,credit_card,71.03,2017-03-31 17:41:14,SP,3,2017,31
16158,60.0,8.79,credit_card,68.79,2017-03-08 21:13:31,SP,3,2017,8
16164,15.0,11.85,credit_card,26.85,2017-08-02 09:12:56,SP,8,2017,2
16174,18.99,7.78,credit_card,26.77,2017-10-13 04:02:39,SP,10,2017,13
16176,59.99,8.79,credit_card,68.78,2017-03-21 21:23:44,SP,3,2017,21
16179,22.99,7.78,credit_card,30.77,2017-10-06 01:07:20,SP,10,2017,6
16183,250.0,23.32,credit_card,273.32,2017-03-27 07:17:54,SP,3,2017,27
16198,21.9,11.85,credit_card,33.75,2017-11-28 11:40:40,SP,11,2017,28
16200,18.9,7.78,boleto,26.68,2017-11-06 12:47:11,SP,11,2017,6
16261,9.0,11.85,credit_card,20.85,2017-11-24 13:45:32,SP,11,2017,24
16296,13.65,11.85,credit_card,25.5,2017-11-28 07:56:28,SP,11,2017,28
16299,13.65,7.78,credit_card,21.43,2017-11-08 15:08:18,SP,11,2017,8
16309,13.65,11.85,boleto,25.5,2017-12-13 09:19:40,SP,12,2017,13
16326,13.65,7.78,credit_card,21.43,2017-12-17 22:11:55,SP,12,2017,17
16363,13.65,11.85,credit_card,25.5,2017-11-28 09:36:10,SP,11,2017,28
16364,13.65,7.78,credit_card,21.43,2017-11-27 18:40:21,SP,11,2017,27
16418,12.25,7.78,credit_card,20.03,2017-12-19 06:44:58,SP,12,2017,19
16424,12.25,7.78,credit_card,20.03,2017-12-30 16:49:38,SP,12,2017,30
16463,12.25,7.78,credit_card,20.03,2017-12-21 10:56:57,SP,12,2017,21
16481,13.65,7.78,credit_card,21.43,2017-12-25 16:14:32,SP,12,2017,25
16485,13.65,7.78,credit_card,21.43,2017-12-11 07:50:11,SP,12,2017,11
16507,12.95,7.78,credit_card,20.73,2017-12-03 18:15:14,SP,12,2017,3
16552,12.9,7.78,credit_card,20.68,2017-12-07 14:11:04,SP,12,2017,7
16566,11.55,7.78,credit_card,19.33,2017-12-12 15:27:05,SP,12,2017,12
16577,23.7,8.72,credit_card,32.42,2017-11-25 14:17:31,SP,11,2017,25
16587,23.7,8.72,credit_card,32.42,2017-12-12 11:35:24,SP,12,2017,12
16599,23.7,11.85,credit_card,35.55,2017-11-17 19:51:32,SP,11,2017,17
16674,18.9,7.78,credit_card,26.68,2017-10-31 10:49:23,SP,10,2017,31
16675,21.9,18.47,voucher,100.0,2017-12-09 21:05:10,SP,12,2017,9
16676,21.9,18.47,credit_card,8.49,2017-12-09 21:05:10,SP,12,2017,9
16677,21.9,18.47,voucher,100.0,2017-12-09 21:05:10,SP,12,2017,9
16678,21.9,18.47,credit_card,8.49,2017-12-09 21:05:10,SP,12,2017,9
16679,25.9,1.85,voucher,100.0,2017-12-09 21:05:10,SP,12,2017,9
16680,25.9,1.85,credit_card,8.49,2017-12-09 21:05:10,SP,12,2017,9
16694,13.3,7.78,credit_card,21.08,2017-12-13 10:57:49,SP,12,2017,13
16806,13.7,7.78,credit_card,21.48,2017-12-22 12:16:14,SP,12,2017,22
16831,13.65,8.72,credit_card,22.37,2017-11-28 16:01:14,SP,11,2017,28
16833,13.65,11.85,credit_card,25.5,2017-11-26 20:12:17,SP,11,2017,26
16853,13.65,7.78,credit_card,21.43,2017-11-25 19:08:13,SP,11,2017,25
16861,13.65,11.85,credit_card,25.5,2017-11-09 22:44:06,SP,11,2017,9
16869,12.9,7.78,boleto,20.68,2017-12-11 15:30:12,SP,12,2017,11
